y\x,-15.0000,-14.0000,-13.0000,-12.0000,-11.0000,-10.0000,-9.0000,-8.0000,-7.0000,-6.0000,-5.0000,-4.0000,-3.0000,-2.0000,-1.0000,0.0000,1.0000,2.0000,3.0000,4.0000,5.0000,6.0000,7.0000,8.0000,9.0000,10.0000,11.0000,12.0000,13.0000,14.0000,15.0000
-3.0000,0.0,0.0,0.0,0.0,0.0,0.0,2.0902,2.7906,3.6968,4.7624,6.1811,8.1303,10.921,15.3998,24.0203,32.8577,28.5064,21.214,14.0147,9.4386,6.7471,5.0026,3.7508,2.7803,2.0566,1.4802,0.0,0.0,0.0,0.0,0.0
-4.0000,0.0,0.0,0.0,0.0,0.0,0.0,1.5659,2.087,2.7504,3.5134,4.5058,5.8336,7.6835,10.5999,16.2194,22.0095,19.2486,14.6018,9.8602,6.7723,4.9183,3.6906,2.7906,2.0793,1.5407,1.1061,0.0,0.0,0.0,0.0,0.0
-5.0000,0.0,0.0,0.0,0.0,0.0,0.0,1.1579,1.5433,2.0255,2.5677,3.2572,4.1593,5.3923,7.3217,11.0653,14.9436,13.1318,10.086,6.9198,4.8286,3.5554,2.6972,2.0551,1.5376,1.1393,0.8132,0.0,0.0,0.0,0.0,0.0
-6.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.8458,1.1312,1.482,1.8681,2.3492,2.9674,3.8012,5.1033,7.649,10.2982,9.0775,7.0301,4.878,3.4448,2.5643,1.9623,1.5036,1.127,0.8322,0.5872,0.0,0.0,0.0,0.0,0.0
-7.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.6241,0.8425,1.1062,1.3909,1.7394,2.1802,2.7693,3.6892,5.4988,7.3883,6.5257,5.082,3.5538,2.531,1.8986,1.4611,1.1223,0.8394,0.6141,0.4241,0.0,0.0,0.0,0.0,0.0
-8.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.4661,0.6413,0.8493,1.0702,1.3359,1.6676,2.1074,2.7935,4.1492,5.5678,4.9241,3.8482,2.7043,1.936,1.4583,1.1242,0.8617,0.639,0.4586,0.3043,0.0,0.0,0.0,0.0,0.0
-9.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.4572,0.6172,0.785,0.9834,1.2276,1.5486,2.0482,3.0367,4.0723,3.6039,2.8215,1.9873,1.4251,1.0734,0.8246,0.6262,0.4556,0.3148,0.1929,0.0,0.0,0.0,0.0,0.0
-10.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.1963,0.3038,0.4268,0.5546,0.7027,0.8823,1.1157,1.4768,2.1896,2.936,2.5985,2.0343,1.4318,1.0243,0.767,0.5825,0.433,0.3027,0.1931,0.097,0.0,0.0,0.0,0.0,0.0
-11.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-12.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-15.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
